task,subtask,episode,original_start,original_end,cropped_traj_start,cropped_traj_end,path,same_gripper_state,instructions_1,instructions_2,instructions_3
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_19_29,0,98,39,55,banana_from_tray_to_right_stove/others/2025_04_14-15_19_29,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_19_29,0,98,55,73,banana_from_tray_to_right_stove/others/2025_04_14-15_19_29,True,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_19_29,0,98,73,85,banana_from_tray_to_right_stove/others/2025_04_14-15_19_29,False,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_20_05,0,107,10,45,banana_from_tray_to_right_stove/others/2025_04_14-15_20_05,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_20_05,0,107,45,63,banana_from_tray_to_right_stove/others/2025_04_14-15_20_05,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_20_05,0,107,63,82,banana_from_tray_to_right_stove/others/2025_04_14-15_20_05,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_20_05,0,107,82,90,banana_from_tray_to_right_stove/others/2025_04_14-15_20_05,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_20_42,0,102,8,42,banana_from_tray_to_right_stove/others/2025_04_14-15_20_42,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_20_42,0,102,42,64,banana_from_tray_to_right_stove/others/2025_04_14-15_20_42,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_20_42,0,102,64,77,banana_from_tray_to_right_stove/others/2025_04_14-15_20_42,True,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_20_42,0,102,77,86,banana_from_tray_to_right_stove/others/2025_04_14-15_20_42,False,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_21_13,0,100,10,46,banana_from_tray_to_right_stove/others/2025_04_14-15_21_13,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_21_13,0,100,46,62,banana_from_tray_to_right_stove/others/2025_04_14-15_21_13,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_21_13,0,100,62,80,banana_from_tray_to_right_stove/others/2025_04_14-15_21_13,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_21_13,0,100,80,89,banana_from_tray_to_right_stove/others/2025_04_14-15_21_13,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_21_43,0,107,7,49,banana_from_tray_to_right_stove/others/2025_04_14-15_21_43,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_21_43,0,107,49,67,banana_from_tray_to_right_stove/others/2025_04_14-15_21_43,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_21_43,0,107,67,82,banana_from_tray_to_right_stove/others/2025_04_14-15_21_43,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_21_43,0,107,82,90,banana_from_tray_to_right_stove/others/2025_04_14-15_21_43,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_22_23,0,96,0,40,banana_from_tray_to_right_stove/others/2025_04_14-15_22_23,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_22_23,0,96,40,56,banana_from_tray_to_right_stove/others/2025_04_14-15_22_23,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_22_23,0,96,56,69,banana_from_tray_to_right_stove/others/2025_04_14-15_22_23,True,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_22_23,0,96,69,79,banana_from_tray_to_right_stove/others/2025_04_14-15_22_23,False,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_23_05,0,104,2,44,banana_from_tray_to_right_stove/others/2025_04_14-15_23_05,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_23_05,0,104,44,62,banana_from_tray_to_right_stove/others/2025_04_14-15_23_05,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_23_05,0,104,62,79,banana_from_tray_to_right_stove/others/2025_04_14-15_23_05,True,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_23_05,0,104,79,88,banana_from_tray_to_right_stove/others/2025_04_14-15_23_05,False,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_23_32,0,97,9,41,banana_from_tray_to_right_stove/others/2025_04_14-15_23_32,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_23_32,0,97,41,59,banana_from_tray_to_right_stove/others/2025_04_14-15_23_32,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_23_32,0,97,59,71,banana_from_tray_to_right_stove/others/2025_04_14-15_23_32,True,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_23_32,0,97,71,81,banana_from_tray_to_right_stove/others/2025_04_14-15_23_32,False,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_24_07,0,89,0,42,banana_from_tray_to_right_stove/others/2025_04_14-15_24_07,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_24_07,0,89,42,58,banana_from_tray_to_right_stove/others/2025_04_14-15_24_07,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_24_07,0,89,58,68,banana_from_tray_to_right_stove/others/2025_04_14-15_24_07,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_24_07,0,89,68,76,banana_from_tray_to_right_stove/others/2025_04_14-15_24_07,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_40_01,0,87,0,39,banana_from_tray_to_right_stove/others/2025_04_14-15_40_01,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_40_01,0,87,39,55,banana_from_tray_to_right_stove/others/2025_04_14-15_40_01,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_40_01,0,87,55,69,banana_from_tray_to_right_stove/others/2025_04_14-15_40_01,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_40_01,0,87,69,78,banana_from_tray_to_right_stove/others/2025_04_14-15_40_01,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_40_28,0,100,11,47,banana_from_tray_to_right_stove/others/2025_04_14-15_40_28,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_40_28,0,100,47,67,banana_from_tray_to_right_stove/others/2025_04_14-15_40_28,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_40_28,0,100,67,80,banana_from_tray_to_right_stove/others/2025_04_14-15_40_28,True,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_40_28,0,100,80,89,banana_from_tray_to_right_stove/others/2025_04_14-15_40_28,False,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_40_58,0,87,9,41,banana_from_tray_to_right_stove/others/2025_04_14-15_40_58,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_40_58,0,87,41,55,banana_from_tray_to_right_stove/others/2025_04_14-15_40_58,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_40_58,0,87,55,72,banana_from_tray_to_right_stove/others/2025_04_14-15_40_58,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_40_58,0,87,72,78,banana_from_tray_to_right_stove/others/2025_04_14-15_40_58,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_41_33,0,94,0,45,banana_from_tray_to_right_stove/others/2025_04_14-15_41_33,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_41_33,0,94,45,64,banana_from_tray_to_right_stove/others/2025_04_14-15_41_33,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_41_33,0,94,64,78,banana_from_tray_to_right_stove/others/2025_04_14-15_41_33,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_41_33,0,94,78,85,banana_from_tray_to_right_stove/others/2025_04_14-15_41_33,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_42_08,0,84,0,36,banana_from_tray_to_right_stove/others/2025_04_14-15_42_08,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_42_08,0,84,36,52,banana_from_tray_to_right_stove/others/2025_04_14-15_42_08,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_42_08,0,84,52,66,banana_from_tray_to_right_stove/others/2025_04_14-15_42_08,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_42_08,0,84,66,74,banana_from_tray_to_right_stove/others/2025_04_14-15_42_08,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_42_34,0,83,8,39,banana_from_tray_to_right_stove/others/2025_04_14-15_42_34,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_42_34,0,83,39,54,banana_from_tray_to_right_stove/others/2025_04_14-15_42_34,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_42_34,0,83,54,66,banana_from_tray_to_right_stove/others/2025_04_14-15_42_34,True,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_42_34,0,83,66,76,banana_from_tray_to_right_stove/others/2025_04_14-15_42_34,False,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-15_43_02,0,74,7,31,banana_from_tray_to_right_stove/others/2025_04_14-15_43_02,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-15_43_02,0,74,31,44,banana_from_tray_to_right_stove/others/2025_04_14-15_43_02,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-15_43_02,0,74,44,56,banana_from_tray_to_right_stove/others/2025_04_14-15_43_02,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-15_43_02,0,74,56,64,banana_from_tray_to_right_stove/others/2025_04_14-15_43_02,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-17_29_26,0,88,9,37,banana_from_tray_to_right_stove/others/2025_04_14-17_29_26,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-17_29_26,0,88,37,53,banana_from_tray_to_right_stove/others/2025_04_14-17_29_26,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-17_29_26,0,88,53,68,banana_from_tray_to_right_stove/others/2025_04_14-17_29_26,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-17_29_26,0,88,68,75,banana_from_tray_to_right_stove/others/2025_04_14-17_29_26,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-17_29_53,0,92,9,39,banana_from_tray_to_right_stove/others/2025_04_14-17_29_53,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-17_29_53,0,92,39,57,banana_from_tray_to_right_stove/others/2025_04_14-17_29_53,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-17_29_53,0,92,57,73,banana_from_tray_to_right_stove/others/2025_04_14-17_29_53,False,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-17_29_53,0,92,73,80,banana_from_tray_to_right_stove/others/2025_04_14-17_29_53,True,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
banana_from_tray_to_right_stove,grasp_banana,2025_04_14-17_30_30,0,101,0,43,banana_from_tray_to_right_stove/others/2025_04_14-17_30_30,False,Grasp the banana from the tray.,Gently grasp the banana from the tray.,Grip the banana on the tray firmly.
banana_from_tray_to_right_stove,move_up_with_banana,2025_04_14-17_30_30,0,101,43,64,banana_from_tray_to_right_stove/others/2025_04_14-17_30_30,True,"With the banana already grasped, lift it straight up off the tray.","Holding the banana in the gripper, raise it vertically from the tray.",Elevate the grasped banana upward from the tray.
banana_from_tray_to_right_stove,position_with_banana_above_right_stove_from_tray,2025_04_14-17_30_30,0,101,64,77,banana_from_tray_to_right_stove/others/2025_04_14-17_30_30,True,"While holding the banana from tray, move it above the right stove burner.","With the gripped banana from tray, align it over the right stove.",Keep a firm hold on the banana from tray and position the banana above the right stove.
banana_from_tray_to_right_stove,let_go_of_banana_from_tray,2025_04_14-17_30_30,0,101,77,87,banana_from_tray_to_right_stove/others/2025_04_14-17_30_30,False,Release the banana onto the right stove.,Let go of the banana above the right stove.,Open the gripper to drop the banana onto the right stove.
bottle_from_right_stove_to_sink,default_task,2025_04_15-01_55_41,0,114,0,82,bottle_from_right_stove_to_sink/default_task/2025_04_15-01_55_41,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-01_56_21,0,123,0,97,bottle_from_right_stove_to_sink/default_task/2025_04_15-01_56_21,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-01_57_33,0,125,0,99,bottle_from_right_stove_to_sink/default_task/2025_04_15-01_57_33,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-01_58_13,0,122,0,96,bottle_from_right_stove_to_sink/default_task/2025_04_15-01_58_13,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-01_58_58,0,121,0,93,bottle_from_right_stove_to_sink/default_task/2025_04_15-01_58_58,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-01_59_39,0,124,0,106,bottle_from_right_stove_to_sink/default_task/2025_04_15-01_59_39,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_00_18,0,132,0,104,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_00_18,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_01_02,0,123,0,100,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_01_02,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_01_44,0,111,0,93,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_01_44,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_03_39,0,104,0,92,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_03_39,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_04_16,0,104,0,92,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_04_16,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_04_53,0,90,0,76,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_04_53,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_05_29,0,99,0,86,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_05_29,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_06_03,0,109,0,97,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_06_03,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_06_39,0,107,0,89,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_06_39,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_07_18,0,103,0,91,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_07_18,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_07_55,0,101,0,82,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_07_55,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_08_32,0,101,0,86,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_08_32,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_09_24,0,97,0,82,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_09_24,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
bottle_from_right_stove_to_sink,default_task,2025_04_15-02_10_01,0,117,0,99,bottle_from_right_stove_to_sink/default_task/2025_04_15-02_10_01,False,Move the bottle from stove to sink.,Transfer the bottle to the sink.,Send the bottle to the sink.
pot_from_right_to_left_stove,default_task,2025_04_09-16_44_04,0,97,13,87,pot_from_right_to_left_stove/default_task/2025_04_09-16_44_04,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_44_44,0,88,10,71,pot_from_right_to_left_stove/default_task/2025_04_09-16_44_44,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_45_22,0,91,10,78,pot_from_right_to_left_stove/default_task/2025_04_09-16_45_22,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_46_13,0,86,8,73,pot_from_right_to_left_stove/default_task/2025_04_09-16_46_13,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_48_20,0,75,9,63,pot_from_right_to_left_stove/default_task/2025_04_09-16_48_20,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_48_55,0,88,8,76,pot_from_right_to_left_stove/default_task/2025_04_09-16_48_55,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_49_34,0,97,7,84,pot_from_right_to_left_stove/default_task/2025_04_09-16_49_34,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_50_21,0,69,7,57,pot_from_right_to_left_stove/default_task/2025_04_09-16_50_21,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_50_55,0,81,7,68,pot_from_right_to_left_stove/default_task/2025_04_09-16_50_55,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_51_24,0,81,16,68,pot_from_right_to_left_stove/default_task/2025_04_09-16_51_24,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-16_51_56,0,80,9,65,pot_from_right_to_left_stove/default_task/2025_04_09-16_51_56,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
pot_from_right_to_left_stove,default_task,2025_04_09-17_05_15,0,77,8,65,pot_from_right_to_left_stove/default_task/2025_04_09-17_05_15,False,Move the pot from right to left stove.,Transfer the pot to the left stove.,Send the pot to the left stove.
